Make,Model,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
JEEP,Renegade,,,,,,,,,,,,,,,,60946,106606,103434,97062,76885,62847,47138,27551,,,,
JEEP,WAGONEER,,,,,,,,,,,,,,,,,,,,,,5349,36221,29150,43146,44070,
JEEP,WRANGLER,,,,,,79017,80271,119243,84615,82044,94310,122460,151988,155502,175328,202702,191788,190522,240032,228042,201310,204610,181410,155491,151164,167349,
JEEP,Wrangler,,,,,,,,,,,,,,155502,175328,202702,191774,190522,240032,228042,201311,,,,,,
KIA,AMANTI,,,,,,18668,9594,5522,3614,3704,281,8,,,,,,,,,,,,,,,
KIA,BORREGO,,,,,,,,,1869,10530,9835,429,,,,,,,,,,,,,,,
KIA,CADENZA,,,,,,,,,,,,,,8626,9267,7343,4738,7249,4507,1577,1265,249,1,,,,
KIA,Cadenza,,,,,,,,,,,,,,8626,9267,7343,4738,7249,4507,1630,1265,249,1,,,,
KIA,EV6,,,,,,,,,,,,,,,,,,,,,,,18249,18879,21715,12933,540
KIA,Forte,,,,,,,,,,,,,,66146,69336,78919,103292,117596,101890,95609,84997,115929,108424,,,,
KIA,K4 / FORTE,,,,,,,,,,26328,68501,76294,81387,66136,69336,78919,103292,117596,101890,95683,84997,113051,97303,123953,128966,107643,
KIA,K5,,,,,,,,,,,,,,,,,,,,,31656,77195,66310,64772,46311,72751,6726
KIA,K9 (K900/Quoris),,,,,,,,,,,,,,,1330,2524,834,455,354,390,305,85,,,,,
KIA,K900,,,,,,,,,,,,,,,1330,2524,834,455,354,392,305,85,,,,,
KIA,NIRO,,,,,,,,,,,,,,,,,,27237,28232,24421,17434,26192,29176,36300,30094,31182,3170
KIA,OPIRUS,,,,255,1059,1198,1317,405,153,,,,,,,,,,,,,,,,,,
KIA,OPTIMA,,,,,,41349,38408,40901,44904,37527,27382,84590,163957,155893,159020,159414,124203,107493,101603,96050,48484,16,,,,,
KIA,Optima,,,,,,,,,,,,,,155893,159020,159414,124203,107493,101603,96623,48484,118,1,,,,
KIA,RIO,,,,,,30290,28388,33370,36532,34666,24619,20111,43873,40742,35933,23742,28700,16760,22975,24509,23927,31362,27065,26801,1917,,
KIA,RONDO,,,,,,,594,26020,28645,14206,3588,47,,,,,,,,,,,,,,,
KIA,Rio,,,,,,,,,,,,,,40742,35933,23742,28700,16760,22975,24961,23927,31362,26996,,,,
KIA,SEDONA,,,,,,52837,57018,40493,26915,27398,21823,24047,19016,7079,14567,36755,44264,23815,17928,15843,13190,14625,2905,,,,
KIA,SELTOS,,,,,,,,,,,,,,,,,,,,,46280,51368,44897,60053,59958,56798,5278
KIA,SEPHIA,67893,49016,,,,,,,,,,,,,,,,,,,,,,,,,
KIA,SORENTO,,,,,,47610,50672,36300,29699,24460,108985,130238,127983,105649,99820,116249,114733,99684,107846,96531,74677,81785,87147,88645,95154,94772,5904
KIA,SOUL,,,,,,,,,,31621,67110,102267,126654,118079,145316,147133,154768,115712,104709,97814,71772,75126,56740,61263,52397,50133,1731
KIA,SPECTRA,,,,,,56088,72557,73474,68465,47114,272,1,,,,,,,,,,,,,,,
KIA,SPORTAGE,,,,,,29009,37071,49393,32754,42509,23873,47463,39767,32965,42945,53739,81066,72824,82823,88977,84343,88688,124244,140780,161917,182823,13984
KIA,STINGER,,,,,,,,,,,,,,,,,,843,16806,13884,12556,13517,7809,5452,1,,
KIA,Sedona (Carnival),,,,,,,,,,,,,,7079,14567,36755,44264,23815,17928,15931,13190,25155,19706,,,,
KIA,Sorento (KX7),,,,,,,,,,,,,,105649,102520,116249,114733,99684,107846,95951,74677,81785,86406,,,,
KIA,Soul,,,,,,,,,,,,,,118079,145316,147133,145768,115712,104709,98033,71862,75126,57820,,,,
KIA,Sportage,,,,,,,,,,,,,,32965,42945,53739,81066,72824,82823,89278,84343,94601,125245,,,,
KIA,Stinger,,,,,,,,,,,,,,,,,,843,16806,13861,12556,13517,7809,,,,
KIA,TELLURIDE,,,,,,,,,,,,,,,,,,,,58932,75119,93705,99564,110765,115504,123281,9424
KIA,Telluride,,,,,,,,,,,,,,,,,,,,58604,75129,93705,99891,,,,
LAMBORGHINI,URUS,,,,,,,,,,,,,,,,,,,290,967,1087,1280,1439,,,,
LAMBORGHINI,Unclassified,,,,,,,,,,,,,,,,1009,1041,1095,1595,2716,2263,2412,2567,,,,
LAND ROVER,DISCOVERY,,,,,,817,1,,,,5274,7970,7953,7093,4679,9031,10772,6398,9842,9184,5811,4398,1488,2416,3312,2801,
LAND ROVER,DISCOVERY SPORT,,,,,,,,,,,,,,,,7611,14243,14187,12035,12337,7760,7222,5908,4316,2221,3164,
LAND ROVER,FREELANDER,,,,,,2141,42,1,,,,,,,,,,,,,,,,,,,
LAND ROVER,LR2,,,,,,,,9205,4316,3850,3649,2831,3327,3315,3619,77,3,,,,,,,,,,
LAND ROVER,LR3,,,,,,19346,16930,11039,3072,2607,1848,,,,,,,,,,,,,,,,
LAND ROVER,LR4,,,,,,817,1,,,,5274,7970,7953,7093,4679,9031,10772,6398,9842,9184,5811,4398,1488,2416,3312,2801,
LAND ROVER,RANGE ROVER,,,,,,13430,12044,12316,5428,6981,8755,9887,8341,12221,12830,17821,16155,16869,19030,18831,13982,17285,12999,15989,22166,19691,
LAND ROVER,RANGE ROVER VELAR,,,,,,,,,,,,,,,,,,5740,17037,17087,12817,13271,8565,6891,6934,6370,
LEXUS,CT,,,,,,,,,,,,,,15071,17673,14657,8903,4690,4,,,,,,,,
LEXUS,ES,,,,,,,,,,,,,,72581,72508,64969,58299,51398,48484,51336,43292,45406,41735,,,,
LEXUS,GS,,,,,,,,,,,,,,19742,22198,23117,14878,7773,6604,3378,2560,76,2,,,,
LEXUS,GX,,,,,,,,,,,,,,12136,22685,25212,25148,27190,26724,25945,28519,32509,29945,,,,
LEXUS,HS,,,,,,,,,,6699,10663,2864,799,5,,,,,,,,,,,,,
LEXUS,IS,,,,,,,,,,,,,,35017,51358,46430,37289,26482,22927,14920,13600,21998,21386,,,,
LEXUS,LC,,,,,,,,,,,,,,,,,,2487,1979,1219,1325,2782,1387,,,,
LEXUS,LFA,,,,,,,,,,,,62,52,23,17,9,6,3,2,3,3,1,,,,,
LEXUS,LS,,,,,,,,,,,,,,10727,8559,7165,5514,4094,9302,5528,3617,3739,2679,,,,
LEXUS,LX,,,,,,,,,,,,,,4625,4052,3884,5707,6004,4753,4718,4512,3563,3642,,,,
LEXUS,NX,,,,,,,,,,,,,,,2927,43764,54884,59341,62079,58715,55784,58514,49002,,,,
LEXUS,RC,,,,,,,,,,,,,,,1922,14784,11165,7363,3358,4591,3808,2987,2648,,,,
LEXUS,RX,,,,,,,,,,,,,,103920,107490,100610,109435,108307,111641,111036,101059,115320,96041,,,,
LEXUS,UX,,,,,,,,,,,,,,,,,,,453,16725,16962,17581,10237,,,,
LINCOLN,AVIATOR,,,,,,15873,1711,,,,,,,,,,,,,8324,23080,20924,21977,15551,25604,24373,1923
LINCOLN,Aviator,,,,,,,,,,,,,,,,,,,,8323,23080,20924,21977,,,,
LINCOLN,BLACKWOOD,,137,3066,153,,,,,,,,,,,,,,,,,,,,,,,
LINCOLN,CONTINENTAL,,,,,,,,,,,,,,,,,5261,12012,8758,6587,5256,1460,,,,,
LINCOLN,Continental,,,,,,,,,,,,,,,,,5261,12012,8758,6586,5262,1460,,,,,
LINCOLN,LS,,,,,,19109,8797,,,,,,,,,,,,,,,,,,,,
LINCOLN,MARK LT,,,,,,10274,12753,8382,4631,147,,,,,,,,,,,,,,,,,
LINCOLN,MKC / CORSAIR,,,,,,,,,,,,,,,13077,24590,24415,27048,26241,25816,26226,22790,27668,24384,29963,26566,1619
LINCOLN,MKC/Corsair,,,,,,,,,,,,,,,13077,24590,25562,27048,26241,25815,26227,22790,27668,,,,
LINCOLN,MKS,,,,,,,,,12982,17174,14417,12217,13381,10793,8160,6877,4950,153,,,,,,,,,
LINCOLN,MKT,,,,,,,,,,2580,7435,5024,7515,6014,4800,4696,5922,3005,2324,3388,329,,,,,,
LINCOLN,MKX,,,,,,,859,37953,29076,21433,22932,23395,27275,23913,23995,22199,30967,31031,28573,31610,22743,25443,20635,23960,39641,33744,1988
LINCOLN,MKZ,,,,,,4985,33114,34363,30117,22081,22535,27529,30540,32361,34009,30901,30534,27387,19852,17726,12518,1681,,,,,
LINCOLN,NAVIGATOR,,,,,,25844,23947,24050,14836,8057,8245,8018,9195,8613,10433,11964,10421,10523,17839,18656,15253,15631,13206,17549,17217,22185,1572
LINCOLN,Nautilus,,,,,,,,,,,,,,,,,,,2607,25652,22742,24443,20635,,,,
LINCOLN,Navigator,,,,,,,,,,,,,,8613,10433,11964,10421,10523,17839,18656,15252,15631,13206,,,,
LINCOLN,TOWN CAR,,,,,,47122,39295,26739,15653,11375,11264,9460,1156,,,,,,,,,,,,,,
LOTUS,ELISE,1916,1372,1754,1296,1046,918,745,737,710,548,567,321,252,210,274,347,313,318,257,271,303,321,111,,,,
LOTUS,EMIRA,,,,,,,,,,,,,,,,,,,,,,,153,,,,
LUCID MOTORS,Lucid Air,,,,,,,,,,,,,,,,,,,,,,577,2656,,,,
MASERATI,GHIBLI,,,,,,,,,,,,,,,,,3143,5635,1069,,,,,,,,
MASERATI,GRANTURISMO,,,,,,,,,,,,,,,,,449,957,245,,,,,,,,
MASERATI,Grecale,,,,,,,,,,,,,,,,,,,,,,,89,,,,
MASERATI,LEVANTE,,,,,,,,,,,,,,,,,1917,5483,1475,,,,,,,,
MASERATI,QUATTROPORTE,,,,,,,,,,,,,,,,,1012,1696,314,,,,,,,,
MASERATI,Unclassified,,,,,,,,,,,,,,,,11700,12534,13711,11402,8150,5214,7682,6730,,,,
MAZDA,2,,,,,,,,,,,3021,13952,22016,11757,13615,297,,,,,3256,,,,,,
MAZDA,3,,,,,,97388,94437,120291,109957,96376,106353,102417,134636,104713,104985,107885,95567,75018,64638,50741,30352,41845,27767,30531,38877,29266,2473
MAZDA,5,,,,,,4761,17109,13718,22021,18488,15683,19155,16159,13884,11613,8609,375,9,,,,60,,,,,
MAZDA,6,,,,,,71447,66203,57575,52510,34866,35662,35711,38857,43638,53224,57898,45520,33402,30938,21524,16204,18504,335,1690,,,
MAZDA,Atenza (Mazda 6),,,,,,,,,,,,,,43638,53224,57897,45520,33402,30938,21524,16204,16214,335,,,,
MAZDA,Axela (Mazda 3),,,,,,,,,,,,,,104713,104985,107885,95567,75018,64638,50741,33608,37653,27767,,,,
MAZDA,B-SERIES,,,,,,5872,4086,2657,1319,573,10,,,,,,,,,,,,,,,,
MAZDA,CX-3,,,,,,,,,,,,,,,,6406,18557,16355,16899,16229,8335,6374,,,,,
MAZDA,CX-30,,,,,,,,,,,,,,,,,,,,899,38064,55180,52808,77075,96515,56684,2423
MAZDA,CX-5,,,,,,,,,,,,,43676,79544,99122,111450,112235,127563,150622,154543,146420,163940,151594,153808,134088,136333,9873
MAZDA,CX-50,,,,,,,,,,,,,,,,,,,,,,,21329,44595,81441,110345,10415
MAZDA,CX-7,,,,,,,22325,41659,26811,20583,28788,35641,13433,1,,,,,,,,,,,,,
MAZDA,CX-70,,,,,,,,,,,,,,,,,,,,,,,,,10678,13833,672
MAZDA,CX-9,,,,,,,,25566,26100,21132,28908,34421,26472,24628,18496,18048,15596,25828,28257,26861,27638,31803,34580,17451,4,,
MAZDA,CX-90,,,,,,,,,,,,,,,,,,,,,,,,,10678,13833,672
MAZDA,CX-90 PHEV,,,,,,,,,,,,,,,,,,,,,,,,1700,,,
MAZDA,CX03,,,,,,,,,,,,,,,,6406,18557,16355,16899,16229,8335,5100,,,,,
MAZDA,CX030,,,,,,,,,,,,,,,,,,,,899,38064,60185,52808,,,,
MAZDA,CX05,,,,,,,,,,,,,,79544,99122,111450,112235,127563,150622,154545,146420,168448,151594,,,,
MAZDA,CX050,,,,,,,,,,,,,,,,,,,,,,,21329,,,,
MAZDA,CX09,,,,,,,,,,,,,,24628,18496,18048,16051,25828,28257,26861,27638,34493,34580,,,,
MAZDA,Demio (Mazda 2),,,,,,,,,,,,,,11757,13615,297,3,,,,,,,,,,
MAZDA,MX-30,,,,,,,,,,,,,,,,,,,,,,61,324,100,,,
MAZDA,MX-5 MIATA,,,,,,9801,16897,15075,10977,7917,6380,5674,6739,5780,4745,8591,9465,11294,8971,7753,8807,10470,6172,8973,8103,8727,395
MAZDA,MX030,,,,,,,,,,,,,,,,,,,,,,116,324,,,,
MAZDA,MX05 (Miata),,,,,,,,,,,,,,5780,4745,8591,9465,11294,8971,7753,8807,10547,6172,,,,
MAZDA,PROTÉGÉ,62851,78688,83367,68788,6371,2,1,,,,,,,,,,,,,,,,,,,,
MAZDA,Premacy (Mazda 5),,,,,,,,,,,,,,13884,11613,8609,375,10,,,,,,,,,
MAZDA,RX-8,,,,,,14673,9343,5767,3368,2217,1134,759,93,,,1,,,,,,,,,,,
MAZDA,RX08,,,,,,,,,,,,,,1,1,,,,,,,,,,,,
MAZDA,TRIBUTE,21048,45270,44989,49512,41078,36761,26785,13680,10786,5525,3637,2696,620,,1,,,,,,,,,,,,
MAZDA,Tribute,,,,,,,,,,,,,,2,,,,,,,,,,,,,
MCLAREN,SPORTS SERIES,,,,,,,,,,,,,,,,,471,722,567,,,,,,,,
MCLAREN,SUPER SERIES,,,,,,,,,,,,,,,,,405,388,628,,,,,,,,
MERCEDES-BENZ,190,,,,,,,,,,,,,,,,,,,,,,,,,23,,
MERCEDES-BENZ,A-CLASS,,,,,,,,,,,,,,,,,,,,15944,15333,8108,5831,163,3030,,
MERCEDES-BENZ,C-CLASS,,,,,,60658,50187,63701,72471,52067,58785,69314,86938,88251,74201,86080,77167,77446,54829,48875,25119,30816,26161,32698,35590,22993,
MERCEDES-BENZ,CL-CLASS,,,,,,1320,1312,3672,2733,1220,1035,943,802,476,237,54,,,,,,,,,,,
MERCEDES-BENZ,CLA-CLASS,,,,,,,,,,,,,,14113,29664,29643,25792,20669,26269,13212,11644,6823,8766,9803,10368,5204,
MERCEDES-BENZ,CLK-CLASS,,,,,,18227,16415,15009,10844,7150,586,6,,,3,,2310,,,,,,,,,,
MERCEDES-BENZ,CLS-CLASS,,,,,,14835,10763,7906,5775,2527,2135,5665,8521,8032,7595,6152,2571,,,,,,,,19,,
MERCEDES-BENZ,E-CLASS,,,,,,50383,50195,48950,37576,43072,60922,62835,69377,69983,68920,49736,48725,,,,,,,,3081,10172,
MERCEDES-BENZ,EQB,,,,,,,,,,,,,,,,,,,,,,,1672,11765,9648,5428,
MERCEDES-BENZ,EQE,,,,,,,,,,,,,,,,,,,,,,,384,4230,2785,2036,
MERCEDES-BENZ,EQE SUV,,,,,,,,,,,,,,,,,,,,,,,,10568,8152,4915,
MERCEDES-BENZ,EQS SEDAN,,,,,,,,,,,,,,,,,,,,,,443,7054,6805,6431,1460,
MERCEDES-BENZ,EQS SUV,,,,,,,,,,,,,,,,,,,,,,,1665,8872,4493,2521,
MERCEDES-BENZ,G-CLASS,,,,,,1334,587,1152,931,662,919,1191,1408,2494,3051,3616,3950,4188,3593,6092,7723,8521,7297,9355,10988,9470,
MERCEDES-BENZ,GL-CLASS/GLS-CLASS,,,,,,,18776,26396,23328,15012,19943,25139,27617,29912,26752,27707,30442,32248,21973,22615,22172,24465,20577,22892,25463,25524,
MERCEDES-BENZ,GLA-CLASS,,,,,,,,,,,,,,,4877,25593,24545,24104,24136,21514,25348,14323,14086,12621,19080,13810,
MERCEDES-BENZ,GLB-CLASS,,,,,,,,,,,,,,,,,,,,1173,23185,26676,23275,16710,14860,9482,
MERCEDES-BENZ,GLC-CLASS,,,,,,,,,,21944,20949,24310,30094,32553,35107,27900,47872,48643,69729,72439,52626,51805,65531,40250,64164,59409,
MERCEDES-BENZ,GLE-CLASS,,,,,,34959,31632,33879,34320,25799,29698,35835,41509,41326,46042,47474,51643,54595,46010,48664,48153,65073,57933,54569,67927,56916,
MERCEDES-BENZ,METRIS,,,,,,,,,,,,,,,,,4701,7579,7800,11718,12994,13054,17656,23286,3128,1160,
MERCEDES-BENZ,R-CLASS,,,,,,4959,18168,13031,7733,2825,2937,2385,1636,30,8,4,,,,,,,,,,,
MERCEDES-BENZ,S-CLASS,,,,,,16036,30886,26081,17787,11199,13608,12258,12587,13303,24524,21934,18803,15888,14978,12503,8589,14284,15056,11087,8810,6443,
MERCEDES-BENZ,SL-CLASS,,,,,,10080,8462,6126,5464,4025,2385,1449,5175,7007,5204,4060,3722,2940,2126,1791,1783,460,2027,3200,1609,1082,
MERCEDES-BENZ,SLC-CLASS,,,,,,11278,10551,7274,5043,2651,2068,3220,4881,4757,4740,4182,3397,2860,1993,1916,2121,225,,,,,
MERCEDES-BENZ,SLR MCLAREN,,,,,45,200,141,104,106,110,7,,,,,,,,,,,,,,,,
MERCEDES-BENZ,SPRINTER,,,,1941,10232,19662,21961,16586,14600,7154,8559,16577,21759,21816,25643,29889,26151,27415,27564,29757,37513,40534,46533,46229,43425,30037,
MERCEDES0BENZ,A0Class,,,,,,,,,,,,,,,,,,,,17641,15331,8092,5832,,,,
MERCEDES0BENZ,AMG0GT,,,,,,,,,,,,,,,,1277,1227,1608,1525,4208,3489,3129,2970,,,,
MERCEDES0BENZ,B0Class,,,,,,,,,,,,,,20,776,1906,632,744,135,8,1,1,,,,,
MERCEDES0BENZ,C0Class,,,,,,,,,,,,,,88251,75065,86080,77167,77447,60409,49153,26294,30648,26192,,,,
MERCEDES0BENZ,CL0Class,,,,,,,,,,,,,,476,221,54,,,,,,,,,,,
MERCEDES0BENZ,CLA0Class,,,,,,,,,,,,,,14113,27365,29643,25792,20669,22556,12400,10997,6849,14598,,,,
MERCEDES0BENZ,CLK0Class,,,,,,,,,,,,,,,3,,,,,,,,,,,,
MERCEDES0BENZ,CLS0Class,,,,,,,,,,,,,,8032,6981,6152,4156,1839,899,2385,2980,2322,941,,,,
MERCEDES0BENZ,E0Class,,,,,,,,,,,,,,69803,66400,49736,46740,49473,45525,37728,24122,18594,17877,,,,
MERCEDES0BENZ,EQB,,,,,,,,,,,,,,,,,,,,,,,1672,,,,
MERCEDES0BENZ,EQE,,,,,,,,,,,,,,,,,,,,,,,384,,,,
MERCEDES0BENZ,EQS,,,,,,,,,,,,,,,,,,,,,,443,9483,,,,
MERCEDES0BENZ,EQS SUV,,,,,,,,,,,,,,,,,,,,,,,884,,,,
MERCEDES0BENZ,G0Class,,,,,,,,,,,,,,2494,3090,3616,3950,4188,3970,7348,7723,8480,7018,,,,
MERCEDES0BENZ,GL0Class,,,,,,,,,,,,,,29912,26597,27707,,,,,,,,,,,
MERCEDES0BENZ,GLA0Class,,,,,,,,,,,,,,,6884,25593,24545,24104,24136,22137,25345,14194,14085,,,,
MERCEDES0BENZ,GLB,,,,,,,,,,,,,,,,,,,,1173,23183,26968,23274,,,,
MERCEDES0BENZ,GLC0Class (GLK0Class),,,,,,,,,,,,,,,,4569,47872,48643,69727,73650,52627,52106,65531,,,,
MERCEDES0BENZ,GLE0Class (M0Class/ML0Class),,,,,,,,,,,,,,,,20663,51790,54595,46010,49980,48157,65198,63050,,,,
MERCEDES0BENZ,GLK0Class,,,,,,,,,,,,,,32553,35000,23333,,,,,,,,,,,
MERCEDES0BENZ,GLS0Class (GL0Class),,,,,,,,,,,,,,,,,30442,32248,21972,22225,22172,24606,20853,,,,
MERCEDES0BENZ,M0Class,,,,,,,,,,,,,,41315,46706,32540,,,,,,,,,,,
MERCEDES0BENZ,ML0Class,,,,,,,,,,,,,,11,20,10,1,,,,,,,,,,
MERCEDES0BENZ,R0Class,,,,,,,,,,,,,,30,8,4,,,,,,,,,,,
MERCEDES0BENZ,S0Class,,,,,,,,,,,,,,13303,25276,21934,18803,15888,14978,12528,8589,14161,15925,,,,
MERCEDES0BENZ,SL0Class,,,,,,,,,,,,,,7007,5030,4060,3722,2940,2126,1690,1782,460,2027,,,,
MERCEDES0BENZ,SLC0Class (SLK0Class),,,,,,,,,,,,,,,,,3397,2860,1993,1840,2122,228,,,,,
MERCEDES0BENZ,SLK0Class,,,,,,,,,,,,,,4757,4737,4182,,,,,,,,,,,
MERCEDES0BENZ,SLS0Class,,,,,,,,,,,,,,451,232,29,1,,,,2,,,,,,
MERCEDES0BENZ,Sprinter,,,,,,,,,,,,,,21816,25745,,,,,,,,,,,,
MERCEDES0BENZ,Unclassified Van,,,,,,,,,,,,,,,,29889,34304,34994,38178,41635,50999,55692,64185,,,,
MERCURY,COUGAR,,,19345,2024,,,,,,,,,,,,,,,,,,,,,,,
MERCURY,GRAND MARQUIS,,,,,,64716,54688,50664,29766,24783,28542,248,,,,,,,,,,,,,,,
MERCURY,MARINER,,,,,,34099,33941,34844,32306,28688,29912,,,,,,,,,,,,,,,,
MERCURY,MILAN,,,,,,5321,35853,37244,31393,27313,28912,,,,,,,,,,,,,,,,
MERCURY,MONTEREY,,,,,,8166,4467,700,,,,,,,,,,,,,,,,,,,
MERCURY,MOUNTAINEER,,,,,,32491,29567,23849,10596,5169,5791,,,,,,,,,,,,,,,,
MERCURY,SABLE,,,,,,24149,,10366,16187,6256,37,,,,,,,,,,,,,,,,
MERCURY,VILLAGER,,,16442,,,,,,,,,,,,,,,,,,,,,,,,
MINI,CONVERTIBLE,,,,,,,,,,,7022,4964,4813,4460,3536,3098,4584,5512,5334,4031,3039,2156,2039,,,,
MINI,COUPE,,,,,,,,,,,,953,2880,2540,956,460,8,,,,,,,,,,
MINI,Clubman,,,,,,,,,,,,,,5155,2613,492,12204,7739,4385,3565,2513,2719,2581,,,,
MINI,Convertible,,,,,,,,,,,,,,4460,3536,3098,4584,5512,5334,4031,3883,3380,3060,,,,
MINI,Cooper,,,,,,,,,,,,,,26954,22843,34967,22438,18981,16400,14527,12455,13391,14374,,,,
MINI,Countryman,,,,,,,,,,,,,,21325,22645,16686,12706,14864,17565,13969,9287,10440,9489,,,,
MINI,Coupe,,,,,,,,,,,,,,2540,956,460,8,,,,,,,,,,
MINI,Paceman,,,,,,,,,,,,,,3262,2082,1708,85,9,,,,,,,,,
MINI,ROADSTER,,,,,,,,,,,,,2371,2806,1437,1103,5,,,,,,,,,,
MINI,Roadster,,,,,,,,,,,,,,2806,1437,1103,5,,,,,,,,,,
MITSUBISHI,3000GT,117,1,1,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,DIAMANTE,,,,,,160,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,ECLIPSE,,,,,,21193,26385,20154,15241,4262,2898,4455,784,40,,,,,,,,,,,,,
MITSUBISHI,ECLIPSE CROSS,,,,,,,,,,,,,,,,,,,9485,19661,10319,8946,10717,9922,12725,17507,
MITSUBISHI,ENDEAVOR,,,,,,20994,14017,11886,5938,3228,4294,9658,600,24,,,,,,,,,,,,,
MITSUBISHI,Eclipse,,,,,,,,,,,,,,40,,,,,,,,,,,,,
MITSUBISHI,Eclipse Cross,,,,,,,,,,,,,,,,,,,9485,19661,10319,8947,10718,,,,
MITSUBISHI,Eclipse Spyder,,,,,,,,,,,,,,69,,,,,,,,,,,,,
MITSUBISHI,Endeavor,,,,,,,,,,,,,,24,,,,,,,,,,,,,
MITSUBISHI,GALANT,,,,,,33976,27673,26491,26941,11740,11492,15631,13896,1441,122,,,,,,,,,,,,
MITSUBISHI,Galant,,,,,,,,,,,,,,1441,122,,,,,,,,,,,,
MITSUBISHI,I MIEV,,,,,,,,,,,,76,632,1029,196,115,94,6,,,,,,,,,
MITSUBISHI,LANCER,,,,,,27849,23167,31376,27861,20117,21416,19874,17877,19451,16495,17691,14304,12725,3302,3,,,,,,,
MITSUBISHI,Lancer,,,,,,,,,,,,,,19451,16495,17691,14304,12725,3302,,,,,,,,
MITSUBISHI,MIRAGE,,,,,,,,,,,,,,2935,16708,21515,22226,22386,24316,26966,19135,22743,15814,13220,29768,14578,
MITSUBISHI,MONTERO,,,,,,2778,1609,401,5,2,,,,,,,,,,,,,,,,,
MITSUBISHI,MONTERO SPORT,,,,,,758,1,,,,,,,,,,,,2286,7500,,,,,,,
MITSUBISHI,Mirage,,,,,,,,,,,,,,2935,16708,21515,22226,22386,24316,26966,19136,22741,15816,,,,
MITSUBISHI,OUTLANDER,,,,,,11848,11493,23285,13471,10283,12500,9788,8491,12287,13068,19055,27576,35409,37952,37965,27133,33883,40940,42503,45253,38297,
MITSUBISHI,OUTLANDER PHEV,,,,,,,,,,,,,,,,,,,3866,2810,1964,2249,1960,6681,6977,3891,
MITSUBISHI,Outlander,,,,,,,,,,,,,,12287,13068,19055,26576,35409,41818,40775,29096,36133,42903,,,,
MITSUBISHI,RAIDER,,,,,,1145,7595,8262,2935,1946,9,,,,,,,,,,,,,,,,
MITSUBISHI,RVR (ASX/Outlander Sport),,,,,,,,,,,,,,24951,31054,36966,33067,33160,39153,33644,28836,34216,16373,,,,
MITSUBISHI,i0MiEV,,,,,,,,,,,,,,1029,196,115,94,6,,,,,,,,,
NISSAN,300ZX,3,,,,,,,,,,,,,,,,,,,,,,,,,,
NISSAN,350Z,,,13250,36728,30690,27278,24635,18957,10337,3819,,,,,,,,,,,,,,152,,,
NISSAN,370Z,,,,,,27278,24635,18957,10337,13117,10215,7328,7891,6561,7199,7391,5913,4614,3468,2384,1955,37,262,1619,,,
NISSAN,ALTIMA,,,,,,255371,232457,284762,271668,203568,229263,268981,335887,320723,335644,333398,307380,254996,209146,209183,137988,103776,139956,128030,113896,93268,
NISSAN,ALTRA EV,37,64,139,,,,,,,,,,,,,,,,,,,,,,,,
NISSAN,ARMADA,,,,,,39508,32864,31632,15685,9903,19344,18331,19880,14383,12863,12737,14035,35667,32650,32044,19638,22815,11923,21184,15268,17463,
NISSAN,Altima,,,,,,,,,,,,,,320723,335644,333398,307380,254996,209146,209183,137988,103777,139955,,,,
NISSAN,Ariya,,,,,,,,,,,,,,,,,,,,,,,201,,,,
NISSAN,Armada,,,,,,,,,,,,,,14383,12593,12737,14035,35667,32650,32044,19640,22814,11923,,,,
NISSAN,CUBE,,,,,,,,,,21471,22968,14459,8354,5461,3784,943,15,,,,,,,,,,
NISSAN,Cube,,,,,,,,,,,,,,5461,3785,943,15,,,,,,,,,,
NISSAN,FRONTIER,,,,,,72838,77510,64397,44997,27415,40427,51700,59672,62837,74323,62817,86926,74360,79646,72369,54817,60697,76185,58134,69813,67027,
NISSAN,Frontier (Navara),,,,,,,,,,,,,,62837,74323,62817,86926,74360,79646,72369,36845,60693,76183,,,,
NISSAN,GT-R,,,,,,,,,1730,1534,877,1294,1255,1236,1436,1105,698,578,538,331,303,228,57,391,265,39,
NISSAN,GT0R,,,,,,,,,,,,,,1236,1436,1105,698,578,538,331,304,227,57,,,,
