Make,Model,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
NISSAN,JUKE,,,,,,,,,,,8639,35886,39305,38157,38184,27121,19577,10157,731,11,,,,,,,
NISSAN,Juke,,,,,,,,,,,,,,38157,38184,27121,19577,10157,731,11,,,,,,,
NISSAN,KICKS,,,,,,,,,,,,,,,,,,,23312,58193,58858,82960,54879,66820,77354,103574,
NISSAN,Kicks,,,,,,,,,,,,,,,,,,,23312,58193,58858,82960,54879,,,,
NISSAN,LEAF,,,,,,,,,,,19,9674,10297,22610,30200,18442,14006,11230,14715,12365,9559,14237,12026,7149,11227,5147,
NISSAN,Leaf,,,,,,,,,,,,,,22610,30200,17269,14006,11230,14715,12365,9564,14239,12025,,,,
NISSAN,MAXIMA,,,,,,75425,69763,52574,47072,53351,60569,58737,65946,53896,50401,40359,62970,67627,42337,35076,18141,16386,7110,9653,944,25,
NISSAN,MURANO,,,,,,74454,81362,76358,71401,52546,53999,53626,56720,44684,47301,62907,86953,76732,83547,68361,58256,46115,30074,31138,19317,42748,
NISSAN,Maxima,,,,,,,,,,,,,,53896,50401,40359,62670,67627,42337,35076,18062,16386,7110,,,,
NISSAN,Murano,,,,,,,,,,,,,,44684,47301,62907,86953,76732,83547,68361,58255,46117,30074,,,,
NISSAN,NV,,,,,,,,,,,,6444,10986,13177,14890,16958,17873,17858,16902,20022,15248,11374,12,,,,
NISSAN,NV200,,,,,,,,,,,,,,4031,13385,17317,18523,18602,18628,18768,17126,17359,134,,,,
NISSAN,Nissan Z,,,,,,,,,,,,,,,,,,,,,,,263,,,,
NISSAN,PATHFINDER,,,,,,76149,73124,63056,33555,18341,21438,25935,45477,88632,79111,82041,81701,81065,67550,65691,48579,41324,57862,71710,74556,94782,
NISSAN,Pathfinder,,,,,,,,,,,,,,88632,79111,82041,81701,81065,67550,65691,48579,41324,57862,,,,
NISSAN,QUEST,,,,,,40357,31905,28590,18252,8437,177,12199,19481,12874,9833,11018,11115,4950,3,,,,,,,,
NISSAN,Quest,,,,,,,,,,,,,,12874,9833,11018,11115,4950,3,,,,,,,,
NISSAN,ROGUE,,,,,,,,17808,69135,77222,99515,124543,155772,162751,199199,287190,329904,403465,412110,350447,227936,285601,186481,271458,245723,217898,
NISSAN,Rogue,,,,,,,,,,,,,,162751,199199,287190,329904,403465,412110,350447,227935,285602,186480,,,,
NISSAN,SENTRA,,,,,,119489,117922,106522,99797,82706,94065,114991,117000,129143,183268,203509,214709,218451,213046,184618,94645,127862,77124,109195,152752,152579,
NISSAN,Sentra,,,,,,,,,,,,,,129143,183268,203509,214709,218451,213046,184618,94646,127861,77123,,,,
NISSAN,TITAN,,,,,,86945,72192,65743,34053,19042,23416,21994,23152,15691,12527,12140,21880,52924,50459,31514,26441,27406,15064,19189,13351,1503,
NISSAN,Titan,,,,,,,,,,,,,,15691,12527,12140,21880,52924,50459,31514,26439,27406,15063,,,,
NISSAN,VERSA,,,,,,,22044,79443,85182,82906,99705,99730,124517,117352,139781,144528,132214,106772,75809,66596,48272,60913,13399,24807,42590,51310,
NISSAN,Versa,,,,,,,,,,,,,,117352,139781,144528,132214,106772,75809,66596,48273,60913,13396,,,,
NISSAN,XTERRA,,,,,,73447,62325,51355,33579,16455,20523,18221,18679,17766,16505,10672,38,1,,,,,,,,,
NISSAN,Xterra,,,,,,,,,,,,,,17766,16505,10672,38,1,,,,,,,,,
OLDSMOBILE,ALERO,,,94286,99123,20156,1382,,,,,,,,,,,,,,,,,,,,,
OLDSMOBILE,AURORA,,,8878,3161,206,18,,,,,,,,,,,,,,,,,,,,,
OLDSMOBILE,BRAVADA,,,14337,8052,1973,327,,,,,,,,,,,,,,,,,,,,,
OLDSMOBILE,INTRIGUE,,,15015,789,55,,,,,,,,,,,,,,,,,,,,,,
OLDSMOBILE,SILHOUETTE,,,22597,14772,6461,139,,,,,,,,,,,,,,,,,,,,,
POLESTAR,1,,,,,,,,,,,,,,,,,,,,,,16,231,82,,,
POLESTAR,2,,,,,,,,,,,,,,,,,,,,,,2402,6729,10350,12903,226,
PONTIAC,AZTEK,,,,,,5020,347,25,,,,,,,,,,,,,,,,,,,
PONTIAC,BONNEVILE,,,,,,10037,1160,130,,,,,,,,,,,,,,,,,,,
PONTIAC,G3 WAVE,,,,,,,,,,6223,14,,,,,,,,,,,,,,,,
PONTIAC,G5,,,,,,,7902,27928,25439,12362,86,,,,,,,,,,,,,,,,
PONTIAC,G6,,,,,,124844,157644,150001,140246,87171,479,,,,,,,,,,,,,,,,
PONTIAC,G8,,,,,,,,,15005,23157,274,,,,,,,,,,,,,,,,
PONTIAC,GRAND AM,,,,,,31613,828,99,,,,,,,,,,,,,,,,,,,
PONTIAC,GRAND PRIX,,,,,,122398,108634,87622,8636,265,7,,,,,,,,,,,,,,,,
PONTIAC,GTO,,,,,,11590,11268,4200,52,,,,,,,,,,,,,,,,,,
PONTIAC,MONTANA,,,,,,8710,388,26,,,,,,,,,,,,,,,,,,,
PONTIAC,SOLSTICE,,,,,,5445,19710,16782,10739,5642,157,,,,,,,,,,,,,,,,
PONTIAC,SUNFIRE,,,,,,25114,853,39,,,,,,,,,,,,,,,,,,,
PONTIAC,TORRENT,,,,,,10303,43174,32644,20625,9638,68,,,,,,,,,,,,,,,,
PONTIAC,VIBE,,,,,,64271,45221,37170,46551,33842,97,,,,,,,,,,,,,,,,
PORSCHE,718,,,,,,,,,,,,,,,,,3585,5087,5276,3880,3447,4656,3485,4098,6212,5223,
PORSCHE,911,,,,,,10107,12045,12493,8324,6839,5736,6016,8528,10142,9707,12904,8901,8970,9783,9265,8839,9167,10172,11728,10233,11437,
PORSCHE,918 SPYDER,,,,,,,,,,,,,,,82,203,1,,,,,,,,,,
PORSCHE,BOXSTER,,,,,,7846,4503,3622,2982,1909,2177,1900,2894,4632,3875,3102,2670,2287,782,,,,,,,,
PORSCHE,Boxster/Cayman,,,,,,,,,,,,,,7953,7292,6663,6260,5087,5276,3880,3447,4292,3484,,,,
PORSCHE,CARRERA GT,,,,,,340,85,4,,,,,,,,,,,,,,,,,,,
PORSCHE,CAYENNE,,,,,,13607,10569,12547,11216,7735,7793,12978,15545,18507,16205,16474,15383,13203,11106,19001,18092,21048,21194,20288,20808,18238,
PORSCHE,CAYMAN,,,,,,,7025,6027,3513,1966,1322,1250,462,3322,3417,3561,3590,2800,1101,,,,,,,,
PORSCHE,Cayenne,,,,,,,,,,,,,,18507,16205,16473,15383,13203,10733,19131,18092,17299,21194,,,,
PORSCHE,MACAN,,,,,,,,,,,,,,,7241,13533,19332,21429,22954,22667,18633,22002,23687,27400,26720,24398,
PORSCHE,Macan,,,,,,,,,,,,,,,7241,13533,19332,21429,23504,22667,18631,24716,23688,,,,
PORSCHE,PANAMERA,,,,,,,,,,,7741,6879,7614,5421,5740,4985,4403,6731,8114,6625,3871,3555,4226,4197,4136,4218,
PORSCHE,Panamera,,,,,,,,,,,,,,5421,5740,4986,4403,6731,8042,6625,3870,4257,4224,,,,
PORSCHE,Porsche 911,,,,,,,,,,,,,,10442,10433,9898,8901,8970,9647,9265,8840,10042,10204,,,,
PORSCHE,Porsche 918,,,,,,,,,,,,,,,96,203,,,,,,,,,,,
PORSCHE,TAYCAN,,,,,,,,,,,,,,,,,,,,130,4404,8747,7272,7716,6284,3438,
PORSCHE,Taycan,,,,,,,,,,,,,,,,,,,,,4414,9419,7271,,,,
RAM,CARGO VAN,,,,,,,,,,,,691,7623,8900,11311,3222,18,,,,,,,,,,
RAM,P/U,,,,,,,,,,,,,,355673,439789,451116,489418,500723,536980,633694,563676,569388,468344,,,,
RAM,PROMASTER,,,,,,,,,,,,,,3270,18039,28345,39691,40483,46600,56410,50553,63362,60937,81663,65868,63311,
RAM,PROMASTER CITY,,,,,,,,,,,,,,,,11031,15617,15584,13788,12919,10408,14578,15914,12887,51,21,
RAM,ProMaster,,,,,,,,,,,,,,3270,18039,28345,40440,40483,46600,56409,50556,63361,60936,,,,
RAM,ProMaster City,,,,,,,,,,,,,,,,11124,15972,15584,13788,12920,10409,14579,15914,,,,
RAM,Ram Cargo Van,,,,,,,,,,,,,,8900,11311,3222,21,,,,1,3,,,,,
RIVIAN,EDV,,,,,,,,,,,,,,,,,,,,,,,2230,,,,
RIVIAN,EDV 500,,,,,,,,,,,,,,,,,,,,,,,,560,2298,,
RIVIAN,EDV 700,,,,,,,,,,,,,,,,,,,,,,,2999,3796,16642,7000,
RIVIAN,R1S,,,,,,,,,,,,,,,,,,,,,,8,800,23437,19712,18101,
RIVIAN,R1T,,,,,,,,,,,,,,,,,,,,,,576,9900,19410,15799,5100,
SAAB,9-2X,,,,,,5940,1435,118,3,,,,,,,,,,,,,,,,,,
SAAB,9-3,,,20499,34075,27322,24107,24133,22979,15167,5428,4481,3820,,,,,,,,,,,,,,,
SAAB,9-5,,,17306,13839,9049,6024,4992,4357,2538,1034,862,1490,,,,,,,,,,,,,,,
SAAB,9-7X,,,,,,2272,5789,5257,3660,2218,102,82,,,,,,,,,,,,,,,
SATURN,ASTRA,,,,,,,,,11968,6298,25,,,,,,,,,,,,,,,,
SATURN,AURA,,,,,,,19746,59964,59380,21395,644,,,,,,,,,,,,,,,,
SATURN,ION,,,,,,100891,102042,47873,315,10,,,,,,,,,,,,,,,,,
SATURN,L-SERIES,,,,,,5042,20,2,,,,,,,,,,,,,,,,,,,
SATURN,OUTLOOK,211587,162181,150992,136573,10014,149,148,34748,25340,13115,2649,,,,,,,,,,,,,,,,
SATURN,RELAY,,,,,,15758,7171,1474,163,12,,,,,,,,,,,,,,,,,
SATURN,VUE,,,,,,91972,88581,84767,81676,28429,3201,,,,,,,,,,,,,,,,
SCION,FR0S,,,,,,,,,,,,,,18327,14062,10507,,,,,,,,,,,
SCION,iA,,,,,,,,,,,,,,,,7605,,,,,,,,,,,
SCION,iM,,,,,,,,,,,,,,,,5097,,,,,,,,,,,
SCION,iQ,,,,,,,,,,,,,,4046,2040,482,6,,,,,,,,,,
SCION,tC,,,,,,,,,,,,,,19094,17947,16459,9336,203,2,,,,,,,,
SCION,xB,,,,,,,,,,,,,,17849,16583,15223,2677,,3,1,,,,,,,
SCION,xD,,,,,,,,,,,,,,9005,7377,794,9,2,,,,,,,,,
SMART,Unclassified,,,,,,,,,,,,,,8341,7859,6097,5554,2527,158,97,,,,,,,
SMART,fortwo,,,,,,,,,,,,,,923,2594,1387,657,544,1118,583,,,,,,,
SUBARU,Ascent,,,,,,,,,,,,,,,,,,,36211,81958,67623,59980,63704,,,,
SUBARU,BAJA,,,,,,6239,5241,1127,2,,,,,,,,,,,,,,,,,,
SUBARU,BRZ,,,,,,,,,,,,,4144,8587,7504,5296,4141,4131,3834,2334,2267,2320,3345,4188,3345,2882,238
SUBARU,FORESTER,,,,,,53541,51258,44530,60748,77781,85080,76196,80356,123592,159953,175192,178593,177563,171613,180179,176996,154723,114096,152566,175521,175070,15821
SUBARU,Forester,,,,,,,,,,,,,,123592,159953,175192,178593,177563,171613,180179,176996,154723,114096,,,,
SUBARU,IMPREZA,,,,,,33637,41148,46332,49098,46611,44395,41196,81799,76825,83488,100519,57574,86043,76400,66415,43628,34791,30846,34719,31366,27942,1156
SUBARU,Impreza,,,,,,,,,,,,,,58856,57996,66785,55238,86043,76400,66415,43628,34791,30846,,,,
SUBARU,LEGACY,,,,,,87788,84442,78426,66876,77954,38725,42401,50741,42564,52270,60447,65306,49837,40109,35063,27240,22766,22605,25509,19591,22212,763
SUBARU,Legacy,,,,,,,,,,,,,,42291,52270,60447,65306,49837,40109,35063,27240,22766,22605,,,,
SUBARU,OUTBACK,,,,,,,,,,,93148,104085,120264,118049,138790,152294,182898,188886,178854,181178,153290,154623,147262,161812,168771,157716,8283
SUBARU,Outback,,,,,,,,,,,,,,118049,138790,152294,182898,188886,178854,181178,153294,154623,147262,,,,
SUBARU,Solterra,,,,,,,,,,,,,,,,,,,,,,,919,,,,
SUBARU,TRIBECA,,,,,,14797,18614,16790,10975,5930,2572,2791,2252,1598,732,,,,,,,,,,,,
SUBARU,Tribeca,,,,,,,,,,,,,,1598,732,,,,,,,,,,,,
SUBARU,WRX,,,,,,,,,,,,,,17969,25492,33734,30943,31358,28730,21838,21178,27141,18662,24681,18587,10930,1211
SUBARU,XV,,,,,,,,,,,,,,53741,70956,88927,95677,110138,144384,131152,119716,127466,155142,,,,
SUZUKI,Aerio (Liana)/SX4,,,,,,,,,,,,,,2859,,,,,,,,,,,,,
SUZUKI,EQUATOR,,,,,,,,,13,2221,1447,2127,2117,457,,,,,,,,,,,,,
SUZUKI,Equator,,,,,,,,,,,,,,448,,,,,,,,,,,,,
SUZUKI,Escudo (Grand Vitara),,,,,,,,,,,,,,1037,,,,,,,,,,,,,
SUZUKI,GRAND VITARA,,,18089,13337,8336,8624,26931,19538,11936,7565,4478,4980,5388,838,,,,,,,,,,,,,
SUZUKI,KIZASHI,,,,,,,,,,,5722,6942,6186,1397,,,,,,,,,,,,,
SUZUKI,Kizashi,,,,,,,,,,,,,,1602,,,,,,,,,,,,,
SUZUKI,SX4,,,18441,19823,9438,7967,12221,16740,29563,20713,11606,12519,12860,2859,,,,,,,,,,,,,
SUZUKI,VERONA,,,,,,8411,2302,315,3,1,416,1,,,,,,,,,,,,,,,
SUZUKI,XL7,,,,,,15472,10948,23176,22554,4362,313,48,15,,,,,,,,,,,,,,
TESLA,Model 3,,,,,,,,,,,,,,,,,,1770,138867,146450,118600,123598,215500,,,,
TESLA,Model S,,,,,,,,,,,,,,18650,16550,26400,29156,26500,25200,14000,10500,15026,35000,,,,
TESLA,Model X,,,,,,,,,,,,,,,,208,18028,21700,23900,18500,7600,19673,24600,,,,
TESLA,Model Y,,,,,,,,,,,,,,,,,,,,,68900,189797,247344,,,,
TOYOTA,4RUNNER,,,,,,103830,103086,87718,47878,19675,46531,44316,48753,48735,77006,97034,111952,128296,139694,131864,129052,144696,121023,109951,92156,98804,10713
TOYOTA,4Runner,,,,,,,,,,,,,,51625,76906,97034,111970,128296,139694,131888,129052,144696,121023,,,,
TOYOTA,86,,,,,,,,,,,,,,,,,2354,6846,4133,3398,2476,1044,11996,,,,
TOYOTA,AVALON,,,,,,95318,88938,72945,42790,26935,28390,28925,29556,70990,67183,60063,48079,32583,33580,27767,18421,18280,12215,55,,,
TOYOTA,Aqua (Prius C),,,,,,,,,,,,,,41979,40570,38484,20452,12415,8399,1276,13,,,,,,
TOYOTA,Avalon,,,,,,,,,,,,,,70990,67183,60063,48080,32583,33581,27767,18421,19460,12215,,,,
TOYOTA,BZ4X,,,,,,,,,,,,,,,,,,,,,,,1217,9329,18570,15609,2769
TOYOTA,C-HR,,,,,,,,,,,,,,,,,,25755,49642,48930,42936,35707,12141,777,,1,
TOYOTA,C0HR,,,,,,,,,,,,,,,,,,25755,49642,48930,42936,35707,12141,,,,
TOYOTA,CAMRY,,,,,,431703,448445,472808,436617,356824,327553,306510,404885,408484,428606,429355,388616,387081,343439,336978,294348,313795,295201,290649,309875,317185,21764
TOYOTA,CELICA,52406,35720,22893,14856,8710,3113,9,,,,,,,,,,,,,,,,,,,,
TOYOTA,COROLLA,,,,,,341290,387388,368390,351007,296874,266082,240259,313092,302180,339498,363332,356129,329196,303732,304850,237179,223215,222216,232369,232908,248088,19420
TOYOTA,COROLLA CROSS,,,,,,,,,,,,,,,,,,,,,,7203,56666,64090,93021,99798,8542
TOYOTA,Camry,,,,,,,,,,,,,,408484,428606,429355,388618,387081,343439,336978,294348,313795,295201,,,,
TOYOTA,Corolla,,,,,,,,,,,,,,302180,339498,363332,360483,308695,280886,280808,217712,229785,199959,,,,
TOYOTA,Corolla Cross,,,,,,,,,,,,,,,,,,,,,,7203,56666,,,,
TOYOTA,Corolla iM,,,,,,,,,,,,,,,,,17727,20501,22846,24042,19466,19208,22257,,,,
TOYOTA,ECHO,48876,42464,27985,26167,3899,1544,27,7,,,,,,,,,,,,,,,,,,,
TOYOTA,FJ CRUISER,,,,,,,56225,55170,28668,11941,14959,13541,13655,13131,11726,229,9,3,3,1,,1,,,,,
TOYOTA,FJ Cruiser,,,,,,,,,,,,,,13131,14718,229,9,4,3,1,,1,,,,,
TOYOTA,GRAND HIGHLANDER,,,,,,,,,,,,,,,,,,,,,,,,39373,71717,136760,9606
TOYOTA,HIGHLANDER,,,,,,137409,129794,127878,104661,83118,92121,101252,121054,127572,146127,158915,191379,215775,244511,239437,212276,264128,222805,171289,89658,56208,4488
TOYOTA,Highlander,,,,,,,,,,,,,,127572,146127,158915,191379,215775,244511,239438,212276,264128,222805,,,,
TOYOTA,IZOA,,,,,,,,,,,,,,,,,,,29080,52989,45554,44803,21936,,,,
TOYOTA,LAND CRUISER,,,,,,4870,3376,3251,3801,2261,1807,1662,2895,3082,3158,2687,3705,3100,3235,3536,3146,3711,48,6,29113,43946,2788
TOYOTA,Land Cruiser,,,,,,,,,,,,,,3082,3158,2687,3705,3100,3222,3536,3147,3711,48,,,,
TOYOTA,MIRAI,,,,,,,,,,,,,,,,72,1034,1838,1689,1502,499,2629,2094,2737,499,210,27
TOYOTA,MR2 SPYDER,,,,,,780,,,,,,,,,,,,,,,,,,,,,
TOYOTA,Prius,,,,,,,,,,,,,,157260,136040,118020,101340,86567,77129,68433,43512,59010,36919,,,,
TOYOTA,Prius v,,,,,,,,,,,,,,34989,30762,28290,14840,9680,2062,9,,,,,,,
TOYOTA,RAV4,,,,,,70518,152047,172752,137020,149108,170877,132237,171875,218249,267698,315412,352139,407594,427168,448068,430387,407739,366741,434943,475193,479288,22078
TOYOTA,SEQUOIA,,,,,,45904,34315,23273,30693,16387,13848,13022,13151,13811,11786,12583,12771,12156,11121,10289,7364,8070,5313,20557,26097,26186,1896
TOYOTA,SIENNA,,,,,,161380,163269,138162,115944,84064,98337,111429,114722,121117,124502,137497,127791,111489,87672,73585,42885,14782,6840,54347,75037,101486,7345
TOYOTA,SUPRA,,,,,,,,,,,,,,,,,,,,2884,5887,6830,4952,2652,2615,2953,275
TOYOTA,Sequoia,,,,,,,,,,,,,,13811,11806,12583,12771,12156,11121,10289,7364,8070,5313,,,,
TOYOTA,Sienna,,,,,,,,,,,,,,121117,124502,137497,127791,111489,87672,73585,42885,107990,69751,,,,
TOYOTA,Supra,,,,,,,,,,,,,,,,,,,,2884,5887,6830,4952,,,,
TOYOTA,T100,13,,,,,,,,,,,,,,,,,,,,,,,,,,
TOYOTA,TACOMA,,,,,,168811,178351,173238,144653,111824,107198,110705,131753,159485,155041,179562,191631,198124,245659,248801,238805,252490,215853,234768,192813,274638,21466
TOYOTA,TUNDRA,,,,,,126529,124508,196555,134249,79385,93309,82908,101621,112732,118493,118880,114489,116285,118258,111673,109203,81959,104404,125185,159528,147610,10433
TOYOTA,Tacoma,,,,,,,,,,,,,,159485,155041,179562,191631,198124,245659,248801,238806,252520,237323,,,,
TOYOTA,Tundra,,,,,,,,,,,,,,112732,118493,118880,115489,116285,118258,111673,109203,81959,104246,,,,
TOYOTA,VENZA,,,,,,,,,1474,54410,47321,38904,43094,35846,29991,21351,589,12,9,9,13073,61718,33683,29907,32086,707,
TOYOTA,Venza,,,,,,,,,,,,,,35846,29991,21351,589,14,9,9,13073,61988,33683,,,,
TOYOTA,Vitz (Yaris),,,,,,,,,,,,,,21342,13274,16779,10872,8653,2094,2186,3983,109,,,,,
TOYOTA,Yaris iA,,,,,,,,,,,,,,,,,27983,35727,25116,19730,2454,96,,,,,
TOYOTA,bZ4X,,,,,,,,,,,,,,,,,,,,,,,1220,,,,
VOLKSWAGEN,ARTEON,,,,,,,,,,,,,,,,,,,,2449,3998,5537,1178,2349,1256,29,
VOLKSWAGEN,ATLAS,,,,,,,,,,,,,,,,,,27119,59677,81508,83201,72383,43900,60859,72674,71045,
VOLKSWAGEN,ATLAS CROSS SPORT,,,,,,,,,,,,,,,,,,,,,15147,44304,24666,34814,38872,31564,
VOLKSWAGEN,BEETLE,,,,,,36339,35110,36421,26477,14085,16537,1042,29174,43134,29182,22667,15667,15166,14411,17215,4421,,,,,,
VOLKSWAGEN,CABRIOLET,14133,13327,8675,,,,,,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,CC,,,,,,,,,1323,23872,27987,29502,23059,15672,9995,6276,3237,1355,455,58,17,,,,,,
VOLKSWAGEN,EOS,,,,,,,3394,12744,12837,7204,6690,7533,6633,4178,3411,2993,387,1,,,,,,,,,
VOLKSWAGEN,GOLF,,,,,,15690,17089,16399,15338,8071,27674,34706,43638,30930,33675,65308,61687,68978,42271,37393,22495,6537,7893,10690,15268,10554,
VOLKSWAGEN,GOLF ALLTRACK,,,,,,15690,17089,16399,15338,8071,27674,34706,43638,30930,33675,65308,61687,68978,42271,37393,22495,6537,7893,10690,15268,10554,
VOLKSWAGEN,GOLF GTI,,,,,,15690,17089,16399,15338,8071,27674,34706,43638,30930,33675,65308,61687,68978,42271,37393,22495,6537,7893,10690,15268,10554,
VOLKSWAGEN,ID.4,,,,,,,,,,,,,,,,,,,,,,,,28031,,7101,
VOLKSWAGEN,JETTA,,,,,,104063,103331,98951,97461,108427,123213,177358,183262,163793,160873,131109,121107,115807,90794,100453,90829,55113,34032,47407,71830,54289,
VOLKSWAGEN,PASSAT,,,,,,49233,54208,37182,30816,11137,12497,22835,125212,109652,96649,78207,73002,60722,41401,14123,24597,24398,2408,,,,
VOLKSWAGEN,PHAETON,,,,,,820,235,17,,,,,,,,,,,,,,,,,,,
VOLKSWAGEN,ROUTAN,,,,,,,,,3387,14681,15961,12473,11143,2109,1103,,,,,,,,,,,,
VOLKSWAGEN,TAOS,,,,,,,,,,,,,,,,,,,,,,31703,50371,58890,65876,55197,
VOLKSWAGEN,TIGUAN,,,,,,,,,8664,13903,20946,25990,34011,30002,25121,35843,43638,46983,103022,109963,110502,109742,71085,76227,94373,78621,
VOLKSWAGEN,TOUAREG,,,,,,18050,10163,8812,6754,4392,4713,7535,11276,8233,6961,7037,4223,3545,2022,160,3,,,,,,
VOLVO,40 SERIES,,,15383,13058,24248,24411,24729,18215,9686,7956,5623,2984,51,,,,,,,,1099,,,,,,
VOLVO,60 SERIES,,,,,,24695,25753,18511,8966,5895,1437,21282,25290,23210,28547,24124,20913,16825,12176,20190,15729,14846,7536,12319,15768,3589,119
VOLVO,70 SERIES,,,3592,4272,4069,1442,3952,4548,5563,5170,4368,4933,4441,3234,779,7,,,,,,,,,,,
VOLVO,80 SERIES,,,,,,10181,5469,12347,11038,8331,7224,4735,3511,1935,1753,1887,646,7,,,,,,,169,,
VOLVO,90 SERIES,,,,,,,,,,,,,,,,,2756,11090,9892,4052,3195,1495,1821,2028,1752,1667,9
VOLVO,C30,,,,,,,,,,,,,,1361,66,,,,,,,,,,,,
VOLVO,C40,,,15383,13058,24248,24411,24729,18215,9686,7956,5623,2984,51,,,,,,,,1099,,,,,,
VOLVO,C40 Recharge,,,,,,,,,,,,,,,,,,,,,,42,3780,,,,
VOLVO,C70,,,3592,4272,4069,1442,3952,4548,5563,5170,4368,4933,4441,3234,779,7,,,,,,,,,,,
VOLVO,S40,,,15383,13058,24248,24411,24729,18215,9686,7956,5623,2984,51,,,,,,,,,,,,,,
VOLVO,S60,,,,,,,,,,,,,,23210,20457,16993,14789,12454,7583,17526,11946,10550,6151,,,,
VOLVO,S80,,,,,,,,,,,,,,1935,1753,1887,644,6,,,,,,,,,
VOLVO,S90,,,,,,,,,,,,,,,,,2756,8640,6967,2545,1896,608,1281,,,,
VOLVO,V50,,,,,2515,5685,4153,2856,1856,2155,1720,555,,,,,,,,,,,,,,,
VOLVO,V60,,,,,,,,,,,,,,,4990,4362,3407,4429,593,2664,4882,3055,1385,,,,
VOLVO,V70 / XC70,16436,14796,10863,11765,10484,7390,5602,3769,3224,1816,895,23,,,,,,,,,,,,,,,
VOLVO,V90,,,,,,,,,,,,,,,,,,2266,2204,1007,1019,708,511,,,,
VOLVO,XC40,,,,,,,,,,,,,,,,,,,12420,17647,23778,26802,18558,28143,26959,22852,817
VOLVO,XC60,,,,,,,,,,9262,12031,12932,20393,19766,19276,26133,20431,22516,32689,30578,32078,41582,36181,39702,39551,41327,1784
VOLVO,XC70,,,,,,,,,,,,,,4882,5093,5118,5425,74,,,,,,,,,
VOLVO,XC90,,,,,,35976,33200,31336,18980,10757,10118,10609,10433,6845,3922,12777,32428,30996,31609,35760,34251,38657,34101,39920,40028,41186,1894
VW,Arteon,,,,,,,,,,,,,,,,,,,,2449,3602,5537,1742,,,,
VW,Atlas,,,,,,,,,,,,,,,,,,27119,59677,81508,87361,115687,82025,,,,
VW,Beetle,,,,,,,,,,,,,,43134,29182,22667,15667,15166,14411,17215,2481,12,6,,,,
VW,Eos,,,,,,,,,,,,,,4178,3411,2993,387,1,,,,,,,,,
VW,Golf,,,,,,,,,,,,,,16023,16298,23489,17701,17086,7996,10507,25858,9253,8425,,,,
VW,Golf GTI,,,,,,,,,,,,,,13310,17362,23669,23934,22486,16684,11672,,,,,,,
VW,Golf R,,,,,,,,,,,,,,1598,15,4141,4493,2706,3468,4223,,,,,,,
VW,Golf SportWagen,,,,,,,,,,,,,,,,14009,15559,26700,14123,10991,,,,,,,
VW,ID.4,,,,,,,,,,,,,,,,,,,,,,16742,20511,,,,
VW,Jetta,,,,,,,,,,,,,,163793,160873,131109,121107,115807,90805,100453,82663,61967,38260,,,,
VW,Passat (Santana),,,,,,,,,,,,,,109652,96649,78207,73002,60722,41401,14123,22964,24396,2419,,,,
VW,Passat CC,,,,,,,,,,,,,,15672,9995,6276,3237,1355,455,58,96,2,1,,,,
VW,Routan,,,,,,,,,,,,,,2109,1103,,,,,,,,,,,,
VW,Taos,,,,,,,,,,,,,,,,,,,,,,31682,59103,,,,
VW,Tiguan,,,,,,,,,,,,,,30002,25121,35843,43638,46983,103022,109963,100705,109747,88577,,,,
VW,Touareg,,,,,,,,,,,,,,8233,6961,7037,4223,3545,2022,160,54,6,,,,,
